Index,Biomass species,M,Ash ,VM,FC,C,H,O,N,PS,FT,HR,FR,Solid phase,Liquid phase,Gas phase,FR_disponible,H_C,O_C,FT_squared
1,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,550,10.0,100.0,35.0,44.9,20.1,1,1.6050434705775314,0.7821805275969077,302500
2,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,650,10.0,100.0,31.75,41.25,27.0,1,1.6050434705775314,0.7821805275969077,422500
3,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,750,10.0,100.0,30.2,40.6,29.2,1,1.6050434705775314,0.7821805275969077,562500
4,Jerusalem artichoke stick,15.76,3.34,67.4,13.5,45.36,6.11,47.26,0.75,0.5,850,10.0,100.0,28.6,36.36,35.04,1,1.6050434705775314,0.7821805275969077,722500
5,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,550,10.0,100.0,32.85,54.38,12.77,1,1.4400195815430736,0.8863860588996021,302500
6,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,650,10.0,100.0,30.14,55.56,14.3,1,1.4400195815430736,0.8863860588996021,422500
7,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,750,10.0,100.0,28.4,54.75,16.85,1,1.4400195815430736,0.8863860588996021,562500
8,reed,5.89,8.47,72.12,13.52,42.78,5.17,50.51,1.33,0.5,850,10.0,100.0,26.28,53.22,20.5,1,1.4400195815430736,0.8863860588996021,722500
12,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,400,10.0,100.0,26.53,33.33,39.73,0,1.3229518334501134,0.5976609205952306,160000
13,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,500,10.0,100.0,24.84,31.64,42.9,0,1.3229518334501134,0.5976609205952306,250000
14,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,600,10.0,50.0,24.1,31.02,44.1,0,1.3229518334501134,0.5976609205952306,360000
15,Ponytail,8.12,0.76,78.95,14.04,52.33,5.81,41.66,0.2,0.3,700,10.0,50.0,23.33,29.3,45.8,0,1.3229518334501134,0.5976609205952306,490000
16,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,400,10.0,100.0,56.69,25.04,14.8,0,1.686207514479671,0.8198070638289561,160000
17,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,500,10.0,100.0,47.28,30.66,21.16,0,1.686207514479671,0.8198070638289561,250000
18,wheat stalk,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.1,600,10.0,50.0,46.56,30.19,21.89,0,1.686207514479671,0.8198070638289561,360000
24,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,400,15.0,3000.0,57.13,25.07,17.69,1,1.686207514479671,0.8198070638289561,160000
25,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,500,15.0,3000.0,47.7,30.88,20.85,1,1.686207514479671,0.8198070638289561,250000
26,Wheat straw,7.4,5.9,69.3,17.4,41.41,5.86,45.22,1.44,0.4,600,15.0,3000.0,47.0,30.7,22.06,1,1.686207514479671,0.8198070638289561,360000
47,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,350,10.0,100.0,50.07,29.04,20.89,1,1.5591843495460302,0.8195154835384968,122500
48,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,400,10.0,100.0,45.09,33.07,21.27,1,1.5591843495460302,0.8195154835384968,160000
49,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,450,10.0,100.0,37.31,38.16,24.22,1,1.5591843495460302,0.8195154835384968,202500
50,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,10.0,100.0,31.46,41.97,26.52,1,1.5591843495460302,0.8195154835384968,250000
51,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,550,10.0,100.0,31.4,40.2,28.4,1,1.5591843495460302,0.8195154835384968,302500
52,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,600,10.0,100.0,30.06,39.5,35.64,1,1.5591843495460302,0.8195154835384968,360000
53,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,650,10.0,100.0,23.36,38.81,37.09,1,1.5591843495460302,0.8195154835384968,422500
54,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,350,50.0,100.0,47.16,30.83,20.91,1,1.5591843495460302,0.8195154835384968,122500
55,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,400,50.0,100.0,42.16,35.76,22.12,1,1.5591843495460302,0.8195154835384968,160000
56,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,450,50.0,100.0,34.48,41.3,23.11,1,1.5591843495460302,0.8195154835384968,202500
57,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,28.24,45.19,25.97,1,1.5591843495460302,0.8195154835384968,250000
58,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,550,50.0,100.0,25.11,44.32,29.45,1,1.5591843495460302,0.8195154835384968,302500
59,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,600,50.0,100.0,24.87,41.81,32.3,1,1.5591843495460302,0.8195154835384968,360000
60,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,650,50.0,100.0,24.21,39.5,34.13,1,1.5591843495460302,0.8195154835384968,422500
61,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.25,500,50.0,100.0,37.4,26.94,34.17,1,1.5591843495460302,0.8195154835384968,250000
62,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.38,500,50.0,100.0,39.54,27.94,30.99,1,1.5591843495460302,0.8195154835384968,250000
63,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,45.49,29.14,25.71,1,1.5591843495460302,0.8195154835384968,250000
64,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.8,500,50.0,100.0,43.82,36.41,20.44,1,1.5591843495460302,0.8195154835384968,250000
65,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,1.35,500,50.0,100.0,41.59,37.79,20.49,1,1.5591843495460302,0.8195154835384968,250000
66,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,50.0,39.53,33.78,26.4,1,1.5591843495460302,0.8195154835384968,250000
67,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,100.0,45.18,27.93,27.17,1,1.5591843495460302,0.8195154835384968,250000
68,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,150.0,42.7,27.2,29.7,1,1.5591843495460302,0.8195154835384968,250000
69,sugar cane,5.4,3.1,80.2,11.3,44.86,5.87,48.97,0.24,0.55,500,50.0,200.0,41.85,26.72,31.22,1,1.5591843495460302,0.8195154835384968,250000
75,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,300,10.0,1500.0,49.5,30.7,19.75,1,1.3768111411231159,0.7270768236039962,90000
76,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,400,10.0,1500.0,30.95,48.3,20.74,1,1.3768111411231159,0.7270768236039962,160000
77,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,450,10.0,1500.0,29.42,49.01,21.5,1,1.3768111411231159,0.7270768236039962,202500
78,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,500,10.0,1500.0,27.15,50.03,22.82,1,1.3768111411231159,0.7270768236039962,250000
79,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,550,10.0,1500.0,26.21,50.57,23.23,1,1.3768111411231159,0.7270768236039962,302500
80,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,600,10.0,1500.0,25.92,49.7,24.3,1,1.3768111411231159,0.7270768236039962,360000
81,Mangosteen plants,7.3,3.6,73.2,15.9,47.6,5.5,46.1,0.8,0.8,700,10.0,1500.0,25.1,48.24,26.66,1,1.3768111411231159,0.7270768236039962,490000
82,Peanut shells ,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,300,15.0,50.0,47.76,14.38,36.43,1,1.633016931356646,1.0950770903244826,90000
83,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,400,15.0,50.0,41.42,15.83,40.79,1,1.633016931356646,1.0950770903244826,160000
84,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,500,15.0,50.0,37.06,17.75,41.17,1,1.633016931356646,1.0950770903244826,250000
85,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,600,15.0,50.0,35.43,15.12,46.12,1,1.633016931356646,1.0950770903244826,360000
86,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,700,15.0,50.0,33.73,13.03,52.4,1,1.633016931356646,1.0950770903244826,490000
87,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,800,15.0,50.0,32.35,10.29,55.6,1,1.633016931356646,1.0950770903244826,640000
88,Peanut shells,8.03,11.31,58.38,22.29,37.87,5.19,55.24,1.57,1.25,900,15.0,50.0,33.78,8.88,53.54,1,1.633016931356646,1.0950770903244826,810000
89,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,300,15.0,50.0,52.2,14.48,30.19,1,1.4933213634056328,0.7629006010153075,90000
90,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,400,15.0,50.0,45.01,18.12,35.96,1,1.4933213634056328,0.7629006010153075,160000
91,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,500,15.0,50.0,36.51,20.76,41.36,1,1.4933213634056328,0.7629006010153075,250000
92,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,600,15.0,50.0,35.25,18.84,41.92,1,1.4933213634056328,0.7629006010153075,360000
93,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,700,15.0,50.0,32.79,12.72,52.07,1,1.4933213634056328,0.7629006010153075,490000
94,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,800,15.0,50.0,33.89,15.78,47.61,1,1.4933213634056328,0.7629006010153075,640000
95,Pine needles,8.81,12.24,60.09,18.86,46.28,5.8,47.03,0.72,1.25,900,15.0,50.0,30.54,13.28,51.32,1,1.4933213634056328,0.7629006010153075,810000
96, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,300,15.0,50.0,43.05,20.64,35.92,1,1.7374927041822648,0.5782812688472657,90000
97, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,400,15.0,50.0,43.46,16.38,37.7,1,1.7374927041822648,0.5782812688472657,160000
98, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,500,15.0,50.0,29.28,32.69,34.25,1,1.7374927041822648,0.5782812688472657,250000
99, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,600,15.0,50.0,22.33,28.5,43.71,1,1.7374927041822648,0.5782812688472657,360000
100, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,700,15.0,50.0,23.73,27.25,46.8,1,1.7374927041822648,0.5782812688472657,490000
101, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,800,15.0,50.0,21.58,26.55,50.83,1,1.7374927041822648,0.5782812688472657,640000
102, C. vulgaris,6.26,6.11,76.13,11.5,47.32,6.9,36.45,8.48,1.25,900,15.0,50.0,19.3,21.04,58.29,1,1.7374927041822648,0.5782812688472657,810000
103,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,300,15.0,50.0,63.51,10.31,23.26,1,1.7484093459526986,2.459498093908771,90000
104,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,11.25,400,15.0,50.0,54.42,11.43,31.02,1,1.7484093459526986,2.459498093908771,160000
105,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,500,15.0,50.0,54.29,11.38,30.42,1,1.7484093459526986,2.459498093908771,250000
106,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,600,15.0,50.0,50.93,10.68,35.92,1,1.7484093459526986,2.459498093908771,360000
107,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,700,15.0,50.0,52.24,8.72,36.49,1,1.7484093459526986,2.459498093908771,490000
108,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,800,15.0,50.0,48.27,8.28,41.43,1,1.7484093459526986,2.459498093908771,640000
109,Corncob,6.33,29.51,51.64,12.53,22.49,3.3,73.68,0.51,1.25,900,15.0,50.0,50.78,6.18,41.18,1,1.7484093459526986,2.459498093908771,810000
139,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,450,15.0,100.0,39.28,33.94,26.53,0,1.78151017351385,0.8997772838743597,202500
140,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,475,15.0,100.0,31.57,36.51,31.57,0,1.78151017351385,0.8997772838743597,225625
141,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,500,15.0,100.0,27.22,42.15,30.18,0,1.78151017351385,0.8997772838743597,250000
142,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,525,15.0,100.0,26.23,47.88,25.14,0,1.78151017351385,0.8997772838743597,275625
143,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,550,15.0,100.0,25.73,50.35,23.56,0,1.78151017351385,0.8997772838743597,302500
144,Kasaud seed,9.7,5.8,84.0,0.5,40.8,6.1,48.9,3.9,1.5,575,15.0,50.0,25.54,49.07,24.94,0,1.78151017351385,0.8997772838743597,330625
158,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,400,15.0,100.0,23.2,42.9,33.9,1,1.649184757544504,0.7003681919237754,160000
159,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,450,15.0,100.0,39.3,34.0,26.7,1,1.649184757544504,0.7003681919237754,202500
160,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,500,15.0,100.0,46.9,30.0,23.1,1,1.649184757544504,0.7003681919237754,250000
161,Rice husk,9.5,12.7,62.7,15.1,37.86,5.24,35.32,0.68,0.75,550,15.0,100.0,40.0,34.3,25.7,1,1.649184757544504,0.7003681919237754,302500
162,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,400,15.0,100.0,33.17,39.4,27.05,1,1.1305194120659017,0.5698173972685436,160000
163,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,450,15.0,100.0,28.51,42.41,28.92,1,1.1305194120659017,0.5698173972685436,202500
164,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,100.0,24.56,45.0,30.17,1,1.1305194120659017,0.5698173972685436,250000
165,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,550,15.0,100.0,22.9,41.78,35.15,1,1.1305194120659017,0.5698173972685436,302500
166,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,600,15.0,100.0,20.52,37.74,41.58,1,1.1305194120659017,0.5698173972685436,360000
167,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,50.0,30.87,40.96,28.08,1,1.1305194120659017,0.5698173972685436,250000
168,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,80.0,24.13,45.19,30.58,1,1.1305194120659017,0.5698173972685436,250000
169,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,100.0,22.88,43.65,33.08,1,1.1305194120659017,0.5698173972685436,250000
170,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,120.0,21.83,39.33,38.46,1,1.1305194120659017,0.5698173972685436,250000
171,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,0.5,500,15.0,100.0,24.33,45.63,30.8,1,1.1305194120659017,0.5698173972685436,250000
172,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.0,500,15.0,100.0,28.66,41.51,30.13,1,1.1305194120659017,0.5698173972685436,250000
173,Manikala sapota seed,0.0,1.19,77.02,21.79,52.7,5.0,40.0,1.46,1.5,500,15.0,100.0,33.34,39.55,28.08,1,1.1305194120659017,0.5698173972685436,250000
180,Dried banana leaves,7.8,6.2,78.2,15.6,43.5,6.2,42.3,0.86,0.75,500,10.0,100.0,23.3,27.0,49.6,0,1.698326035395001,0.7300245058419599,250000
181,Sugarcane straw,10.4,16.4,74.0,13.0,43.2,6.7,33.2,0.3,0.75,500,10.0,100.0,48.2,35.5,20.4,0,1.848032866696061,0.5769533049519299,250000
182,wheat straw,4.56,4.89,79.92,15.18,44.93,5.71,48.73,0.63,0.75,500,20.0,100.0,60.6,21.7,17.1,0,1.5143223232612282,0.8142285406303283,250000
184,Miscanthus sinensis,4.55,4.46,75.62,19.92,46.95,5.85,46.28,0.92,0.75,500,20.0,100.0,60.27,19.17,11.1,0,1.484700669405142,0.7400210649480821,250000
185,Willow,5.71,2.96,81.19,15.85,48.48,5.74,43.91,1.87,0.75,500,20.0,100.0,51.4,19.28,19.89,0,1.4108080078841216,0.6799659327924166,250000
186,Beech,4.24,0.96,85.89,13.15,53.04,5.42,41.63,0.0,0.38,500,20.0,100.0,67.8,12.6,13.3,0,1.2176273821494408,0.5892359340520622,250000
187,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,400,30.0,50.0,30.25,37.85,31.35,1,1.6990191027936359,0.8492583281134664,160000
188,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,450,30.0,50.0,26.38,38.67,35.5,1,1.6990191027936359,0.8492583281134664,202500
189,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,500,30.0,50.0,24.72,39.64,35.22,1,1.6990191027936359,0.8492583281134664,250000
190,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,550,30.0,50.0,26.24,37.85,36.05,1,1.6990191027936359,0.8492583281134664,302500
191,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,600,30.0,50.0,24.72,39.23,36.46,1,1.6990191027936359,0.8492583281134664,360000
192,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,0.8,500,30.0,50.0,31.93,35.89,32.34,1,1.6990191027936359,0.8492583281134664,250000
193,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,2.0,500,30.0,50.0,26.71,40.51,32.99,1,1.6990191027936359,0.8492583281134664,250000
194,Garlic stalk,5.81,8.8,5.82,2.21,42.29,6.03,47.84,3.84,4.0,500,30.0,50.0,25.31,40.74,33.23,1,1.6990191027936359,0.8492583281134664,250000
195,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,300,30.0,50.0,45.53,33.41,21.16,1,1.44338693008388,0.7538198533038858,90000
196,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,350,30.0,50.0,38.13,38.13,22.67,1,1.44338693008388,0.7538198533038858,122500
197,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,400,30.0,50.0,31.99,44.66,23.21,1,1.44338693008388,0.7538198533038858,160000
198,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,450,30.0,50.0,29.88,45.34,24.31,1,1.44338693008388,0.7538198533038858,202500
199,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,500,30.0,50.0,26.94,45.47,26.66,1,1.44338693008388,0.7538198533038858,250000
200,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,550,30.0,50.0,26.93,46.15,26.51,1,1.44338693008388,0.7538198533038858,302500
201,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,600,30.0,50.0,26.77,46.55,26.49,1,1.44338693008388,0.7538198533038858,360000
202,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,650,30.0,50.0,25.78,45.28,28.99,1,1.44338693008388,0.7538198533038858,422500
203,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,0.8,480,30.0,50.0,31.29,33.48,31.97,1,1.44338693008388,0.7538198533038858,230400
204,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,2.0,480,30.0,50.0,32.44,39.56,28.33,1,1.44338693008388,0.7538198533038858,230400
205,Pepper stalk,2.82,5.82,68.06,23.3,46.23,5.6,46.42,1.75,4.0,480,30.0,50.0,27.56,45.65,26.88,1,1.44338693008388,0.7538198533038858,230400
